"DATA","ABERTURA","FECHAMENTO","VARIAÇÃO","MÍNIMO","MÁXIMO","VOLUME"
"20/01/2023","16,36","16,22","-0,92","16,22","16,54","180,51M"
"19/01/2023","16,21","16,37","0,43","16,17","16,53","108,08M"
"18/01/2023","16,53","16,30","-0,37","16,28","17,05","140,52M"
"17/01/2023","16,41","16,36","-0,06","16,11","16,69","154,24M"
"16/01/2023","15,94","16,37","3,94","15,89","16,45","114,39M"
"13/01/2023","15,60","15,75","0,25","15,50","15,90","89,90M"
"12/01/2023","15,58","15,71","0,77","15,51","16,15","152,63M"
"11/01/2023","15,08","15,59","3,31","14,91","15,69","171,31M"
"10/01/2023","14,72","15,09","1,89","14,62","15,19","81,60M"
"09/01/2023","14,45","14,81","1,79","14,34","15,14","100,27M"
"06/01/2023","14,76","14,55","-1,69","14,54","15,00","73,72M"
"05/01/2023","15,00","14,80","-1,14","14,69","15,19","145,26M"
"04/01/2023","14,63","14,97","2,75","14,22","14,97","110,37M"
"03/01/2023","14,28","14,57","1,89","14,04","14,72","164,91M"
"02/01/2023","14,16","14,30","-0,07","13,91","14,42","51,71M"
"29/12/2022","14,25","14,31","0,77","14,05","14,43","155,45M"
"28/12/2022","14,01","14,20","1,72","13,93","14,37","76,54M"
"27/12/2022","14,06","13,96","-0,43","13,80","14,14","76,71M"
"26/12/2022","14,16","14,02","-0,64","13,81","14,21","25,93M"
"23/12/2022","14,11","14,11","0,57","13,91","14,22","66,74M"
"22/12/2022","14,15","14,03","-0,21","13,78","14,28","191,30M"
"21/12/2022","13,90","14,06","0,50","13,88","14,16","118,89M"
"20/12/2022","13,60","13,99","3,02","13,49","14,12","93,39M"
"19/12/2022","13,48","13,58","0,22","13,40","13,82","93,11M"
"16/12/2022","13,58","13,55","0,22","13,35","13,68","123,56M"
"15/12/2022","13,79","13,52","-2,66","13,48","13,91","108,05M"
"14/12/2022","13,29","13,89","3,81","13,20","14,03","168,70M"
"13/12/2022","13,35","13,38","0,30","13,28","13,93","105,89M"
"12/12/2022","13,06","13,34","1,75","12,88","13,46","80,67M"
"09/12/2022","13,31","13,11","-1,06","13,09","13,41","56,38M"
"08/12/2022","13,49","13,25","-2,14","13,22","13,69","90,86M"
"07/12/2022","13,58","13,54","-0,66","13,05","13,68","87,92M"
"06/12/2022","13,60","13,63","0,66","13,33","13,80","126,86M"
"05/12/2022","13,93","13,54","-3,15","13,53","13,99","70,87M"
"02/12/2022","13,86","13,98","0,87","13,53","14,10","64,82M"
"01/12/2022","13,72","13,86","2,29","13,46","14,08","125,89M"
"30/11/2022","13,56","13,55","0,30","13,24","13,98","160,65M"
"29/11/2022","14,08","13,51","-3,64","13,48","14,14","93,07M"
"28/11/2022","14,40","14,02","-2,03","13,94","14,50","110,12M"
"25/11/2022","14,50","14,31","-1,31","14,30","14,64","57,64M"
"24/11/2022","14,29","14,50","2,26","14,23","14,65","57,40M"
"23/11/2022","14,20","14,18","-0,77","14,09","14,43","92,72M"
"22/11/2022","14,40","14,29","-0,49","14,04","14,50","79,35M"
"21/11/2022","14,34","14,36","1,13","14,08","14,50","83,83M"
"18/11/2022","13,92","14,20","2,23","13,86","14,63","142,60M"
"17/11/2022","14,02","13,89","-3,41","13,32","14,22","230,56M"
